Date,Open,High,Low,Close,Adj Close,return,log_return,realized volatility
1928-02-01,17.530000686645508,17.530000686645508,17.530000686645508,17.530000686645508,17.530000686645508,-0.22765514441354107,-0.3288113680480542,0.7468124064306773
1928-02-02,17.6299991607666,17.6299991607666,17.6299991607666,17.6299991607666,17.6299991607666,0.5704419292879681,0.8206353374657027,0.7469724020630143
1928-02-03,17.399999618530273,17.399999618530273,17.399999618530273,17.399999618530273,17.399999618530273,-1.304591906891095,-1.8945131537083881,0.7943038245328656
1928-02-06,17.450000762939453,17.450000762939453,17.450000762939453,17.450000762939453,17.450000762939453,0.28736290520334773,0.413982506664734,0.7727425800425508
1928-02-07,17.440000534057617,17.440000534057617,17.440000534057617,17.440000534057617,17.440000534057617,-0.057307899396052964,-0.082701521778894,0.7589870896121822
1928-02-08,17.489999771118164,17.489999771118164,17.489999771118164,17.489999771118164,17.489999771118164,0.2866928642743183,0.41301860859546125,0.737540370149463
1928-02-09,17.549999237060547,17.549999237060547,17.549999237060547,17.549999237060547,17.549999237060547,0.34305012422848336,0.4940697432691543,0.7216223878818783
1928-02-10,17.540000915527344,17.540000915527344,17.540000915527344,17.540000915527344,17.540000915527344,-0.056970495543329225,-0.08221447261789194,0.7210972524920621
1928-02-14,17.440000534057617,17.440000534057617,17.440000534057617,17.440000534057617,17.440000534057617,-0.5701275726912924,-0.8248738792467236,0.7179726788791714
1928-02-15,17.399999618530273,17.399999618530273,17.399999618530273,17.399999618530273,17.399999618530273,-0.22936304072485036,-0.33128098488584,0.7050365317696263
1928-02-16,17.350000381469727,17.350000381469727,17.350000381469727,17.350000381469727,17.350000381469727,-0.2873519434293592,-0.41515799213316384,0.6108772166599268
1928-02-17,17.040000915527344,17.040000915527344,17.040000915527344,17.040000915527344,17.040000915527344,-1.7867403984236807,-2.6010281446621875,0.7216289738684439
1928-02-20,16.950000762939453,16.950000762939453,16.950000762939453,16.950000762939453,16.950000762939453,-0.5281698811757662,-0.7640074778036521,0.7276128742680228
1928-02-21,17.110000610351562,17.110000610351562,17.110000610351562,17.110000610351562,17.110000610351562,0.9439518596479513,1.3554472992430178,0.7420178195634328
1928-02-23,17.1299991607666,17.1299991607666,17.1299991607666,17.1299991607666,17.1299991607666,0.11688223086876448,0.1685269449907878,0.7294038889236983
1928-02-24,17.18000030517578,17.18000030517578,17.18000030517578,17.18000030517578,17.18000030517578,0.2918922758834652,0.4204981362234683,0.7000317209428607
1928-02-27,17.110000610351562,17.110000610351562,17.110000610351562,17.110000610351562,17.110000610351562,-0.4074487402839555,-0.5890250812142561,0.692847066591607
1928-02-28,17.15999984741211,17.15999984741211,17.15999984741211,17.15999984741211,17.15999984741211,0.2922222985211276,0.42097287174653886,0.6673185987650541
1928-02-29,17.260000228881836,17.260000228881836,17.260000228881836,17.260000228881836,17.260000228881836,0.582752810949505,0.838294363927794,0.6650670934640035
1928-03-01,17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547,0.23174396088232463,0.33394905901653615,0.6620844113084466
1928-03-02,17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547,17.299999237060547,0.0,0.0,0.6208060320421465
1928-03-05,17.56999969482422,17.56999969482422,17.56999969482422,17.56999969482422,17.56999969482422,1.5606963564788412,2.2342192049558562,0.7027183793227639
1928-03-06,17.670000076293945,17.670000076293945,17.670000076293945,17.670000076293945,17.670000076293945,0.5691541446024351,0.8187879830751754,0.7107863440155472
1928-03-07,17.579999923706055,17.579999923706055,17.579999923706055,17.579999923706055,17.579999923706055,-0.5093387221239198,-0.7366981898381475,0.7095908981092927
1928-03-08,17.639999389648438,17.639999389648438,17.639999389648438,17.639999389648438,17.639999389648438,0.341293891938399,0.49154467572778415,0.6510013110976728
1928-03-09,17.93000030517578,17.93000030517578,17.93000030517578,17.93000030517578,17.93000030517578,1.6439961766524958,2.3525001783969657,0.7323103895776076
1928-03-12,18.0,18.0,18.0,18.0,18.0,0.3904054301884896,0.562139379341442,0.7331947633050409
1928-03-13,17.920000076293945,17.920000076293945,17.920000076293945,17.920000076293945,17.920000076293945,-0.4444440205891964,-0.6426263017194955,0.743033593364751
1928-03-14,17.93000030517578,17.93000030517578,17.93000030517578,17.93000030517578,17.93000030517578,0.055804848433371745,0.08048692237805355,0.7413221652950679
1928-03-15,18.06999969482422,18.06999969482422,18.06999969482422,18.06999969482422,18.06999969482422,0.7808108603769792,1.1220969075974807,0.7542775062070373
1928-03-16,18.260000228881836,18.260000228881836,18.260000228881836,18.260000228881836,18.260000228881836,1.051469492343382,1.5090301568233322,0.7609735198858117
1928-03-19,18.360000610351562,18.360000610351562,18.360000610351562,18.360000610351562,18.360000610351562,0.5476472081942019,0.7879323306280384,0.7575454233565319
1928-03-20,18.459999084472656,18.459999084472656,18.459999084472656,18.459999084472656,18.459999084472656,0.5446539803746653,0.7836374720915806,0.7503247816428593
1928-03-21,18.649999618530273,18.649999618530273,18.649999618530273,18.649999618530273,18.649999618530273,1.029255381802452,1.4773119538485702,0.6064843765674088
1928-03-22,18.600000381469727,18.600000381469727,18.600000381469727,18.600000381469727,18.600000381469727,-0.26809242940074585,-0.3872950049705892,0.5895647722879749
1928-03-23,18.780000686645508,18.780000686645508,18.780000686645508,18.780000686645508,18.780000686645508,0.9677435563663073,1.3894464818639207,0.5905833672312594
1928-03-26,19.049999237060547,19.049999237060547,19.049999237060547,19.049999237060547,19.049999237060547,1.4376919091756868,2.0593824199289124,0.6238734843375863
1928-03-27,18.940000534057617,18.940000534057617,18.940000534057617,18.940000534057617,18.940000534057617,-0.5774210362640586,-0.8354568453188271,0.6630467818306571
1928-03-28,18.889999389648438,18.889999389648438,18.889999389648438,18.889999389648438,18.889999389648438,-0.26399758711341814,-0.38137163748501735,0.6549055206928691
1928-03-29,18.950000762939453,18.950000762939453,18.950000762939453,18.950000762939453,18.950000762939453,0.3176356550011139,0.4575251368606814,0.6546309483957302
1928-03-30,19.280000686645508,19.280000686645508,19.280000686645508,19.280000686645508,19.280000686645508,1.7414243293933485,2.49071964683667,0.7097646075876592
1928-04-02,18.90999984741211,18.90999984741211,18.90999984741211,18.90999984741211,18.90999984741211,-1.9190914214525123,-2.795575130225103,0.8777083638363595
1928-04-03,19.020000457763672,19.020000457763672,19.020000457763672,19.020000457763672,19.020000457763672,0.5817060351093417,0.8367929274193386,0.8735536048833893
1928-04-04,18.989999771118164,18.989999771118164,18.989999771118164,18.989999771118164,18.989999771118164,-0.15773231295197476,-0.22773928215658046,0.8444872408219066
1928-04-05,19.229999542236328,19.229999542236328,19.229999542236328,19.229999542236328,19.229999542236328,1.2638218747278662,1.8118840235980649,0.8655111149159682
1928-04-09,19.270000457763672,19.270000457763672,19.270000457763672,19.270000457763672,19.270000457763672,0.20801308621711811,0.29978775702748095,0.843288129689011
1928-04-10,19.100000381469727,19.100000381469727,19.100000381469727,19.100000381469727,19.100000381469727,-0.8822006863287601,-1.27839388303439,0.887987209926598
1928-04-11,19.440000534057617,19.440000534057617,19.440000534057617,19.440000534057617,19.440000534057617,1.7801054753786794,2.545559150268417,0.8977368596575542
1928-04-12,19.40999984741211,19.40999984741211,19.40999984741211,19.40999984741211,19.40999984741211,-0.15432451554180382,-0.2228151867440964,0.9046917846886988
1928-04-13,19.729999542236328,19.729999542236328,19.729999542236328,19.729999542236328,19.729999542236328,1.6486331650686914,2.3590815878808513,0.9272414012868728
1928-04-16,19.68000030517578,19.68000030517578,19.68000030517578,19.68000030517578,19.68000030517578,-0.2534173249903682,-0.36606795400428993,0.9356864011613085
1928-04-17,19.520000457763672,19.520000457763672,19.520000457763672,19.520000457763672,19.520000457763672,-0.8130073421291018,-1.1777156315428527,0.9682348942731619
1928-04-18,19.520000457763672,19.520000457763672,19.520000457763672,19.520000457763672,19.520000457763672,0.0,0.0,0.9581658419818992
1928-04-19,19.6299991607666,19.6299991607666,19.6299991607666,19.6299991607666,19.6299991607666,0.563517932496671,0.8107024391677875,0.9583607080076937
1928-04-20,19.34000015258789,19.34000015258789,19.34000015258789,19.34000015258789,19.34000015258789,-1.4773256269838053,-2.1472304927862673,1.0290213478530543
1928-04-23,19.149999618530273,19.149999618530273,19.149999618530273,19.149999618530273,19.149999618530273,-0.9824226088860355,-1.4243442785649485,1.042691059617314
1928-04-24,19.25,19.25,19.25,19.25,19.25,0.5221952138994457,0.7514082395921662,1.0420982067314757
1928-04-25,19.329999923706055,19.329999923706055,19.329999923706055,19.329999923706055,19.329999923706055,0.4155840192522353,0.5983186047409106,1.0283120948603415
1928-04-26,19.469999313354492,19.469999313354492,19.469999313354492,19.469999313354492,19.469999313354492,0.7242596492550657,1.0411201323954344,0.996062058576238
1928-04-27,19.68000030517578,19.68000030517578,19.68000030517578,19.68000030517578,19.68000030517578,1.0785875666531108,1.5477409869977699,1.0046575630935157
1928-04-30,19.75,19.75,19.75,19.75,19.75,0.35568950070499206,0.5122410240860908,1.0003182131361879
1928-05-01,19.780000686645508,19.780000686645508,19.780000686645508,19.780000686645508,19.780000686645508,0.15190221086334166,0.21898228891865656,1.000072124908861
1928-05-02,19.829999923706055,19.829999923706055,19.829999923706055,19.829999923706055,19.829999923706055,0.25277672055039613,0.3642195837207929,0.9393144118014787
1928-05-03,19.93000030517578,19.93000030517578,19.93000030517578,19.93000030517578,19.93000030517578,0.5042883603351811,0.7257060251933289,0.8220908547327446
1928-05-04,20.239999771118164,20.239999771118164,20.239999771118164,20.239999771118164,20.239999771118164,1.5554413507052223,2.226754144959475,0.8662602140845933
1928-05-07,20.40999984741211,20.40999984741211,20.40999984741211,20.40999984741211,20.40999984741211,0.8399213350611223,1.206689786718762,0.8680055844119783
1928-05-08,20.270000457763672,20.270000457763672,20.270000457763672,20.270000457763672,20.270000457763672,-0.6859352802307317,-0.9930050199211671,0.8678616969901977
1928-05-09,20.239999771118164,20.239999771118164,20.239999771118164,20.239999771118164,20.239999771118164,-0.1480053575135365,-0.21368476679759496,0.8718607778179609
1928-05-10,20.209999084472656,20.209999084472656,20.209999084472656,20.209999084472656,20.209999084472656,-0.14822473806703762,-0.21400173551260337,0.8408837364207903
1928-05-11,20.360000610351562,20.360000610351562,20.360000610351562,20.360000610351562,20.360000610351562,0.74221441204394,1.0668348300145958,0.7783562169863155
1928-05-14,20.440000534057617,20.440000534057617,20.440000534057617,20.440000534057617,20.440000534057617,0.3929269219441034,0.5657629307678214,0.7747848871171275
1928-05-15,20.389999389648438,20.389999389648438,20.389999389648438,20.389999389648438,20.389999389648438,-0.2446239877825218,-0.3533501801294747,0.7133707830960615
1928-05-16,20.049999237060547,20.049999237060547,20.049999237060547,20.049999237060547,20.049999237060547,-1.6674848590750857,-2.4259550386076967,0.8089507658198594
1928-05-17,20.1200008392334,20.1200008392334,20.1200008392334,20.1200008392334,20.1200008392334,0.34913518621717543,0.5028183537281627,0.7849115583984904
1928-05-18,19.920000076293945,19.920000076293945,19.920000076293945,19.920000076293945,19.920000076293945,-0.9940395357710852,-1.441271238873032,0.8211676796762183
1928-05-21,19.6299991607666,19.6299991607666,19.6299991607666,19.6299991607666,19.6299991607666,-1.4558278836176441,-2.115754180641183,0.8772998132687894
1928-05-22,19.360000610351562,19.360000610351562,19.360000610351562,19.360000610351562,19.360000610351562,-1.375438420571462,-1.9981113029607478,0.8693421602802048
1928-05-23,19.75,19.75,19.75,19.75,19.75,2.0144595937662713,2.877365519421904,0.9387349260419957
1928-05-24,19.8700008392334,19.8700008392334,19.8700008392334,19.8700008392334,19.8700008392334,0.6075991859918917,0.8739280231805147,0.9405458877336172
1928-05-25,19.899999618530273,19.899999618530273,19.899999618530273,19.899999618530273,19.899999618530273,0.15097522913860573,0.21764695918760069,0.9386566991164834
1928-05-28,19.56999969482422,19.56999969482422,19.56999969482422,19.56999969482422,19.56999969482422,-1.6582911056881033,-2.4124669646179875,1.0028500510948166
1928-05-29,19.81999969482422,19.81999969482422,19.81999969482422,19.81999969482422,19.81999969482422,1.2774655283521508,1.8313206843456165,1.0136090107219142
1928-05-31,20.0,20.0,20.0,20.0,20.0,0.9081751157785645,1.3043059689302083,1.0286104682366115
1928-06-01,20.06999969482422,20.06999969482422,20.06999969482422,20.06999969482422,20.06999969482422,0.34999847412109375,0.5040594763530137,1.0302983607645213
1928-06-04,19.799999237060547,19.799999237060547,19.799999237060547,19.799999237060547,19.799999237060547,-1.3452937811120225,-1.954022004899869,1.0723665650302703
1928-06-05,19.850000381469727,19.850000381469727,19.850000381469727,19.850000381469727,19.850000381469727,0.2525310421001903,0.3638660378864067,1.0680479681804522
1928-06-06,19.65999984741211,19.65999984741211,19.65999984741211,19.65999984741211,19.65999984741211,-0.9571815133816552,-1.3875724612145035,1.025870116423678
1928-06-07,19.610000610351562,19.610000610351562,19.610000610351562,19.610000610351562,19.610000610351562,-0.25431962079658366,-0.3673730048019408,1.0030276375698899
1928-06-08,19.3700008392334,19.3700008392334,19.3700008392334,19.3700008392334,19.3700008392334,-1.2238641695476282,-1.776556398520679,1.022400190156519
1928-06-11,18.68000030517578,18.68000030517578,18.68000030517578,18.68000030517578,18.68000030517578,-3.5622122052779703,-5.232953783109284,1.2481384590322473
1928-06-12,18.34000015258789,18.34000015258789,18.34000015258789,18.34000015258789,18.34000015258789,-1.8201292667735403,-2.650082768081319,1.2852065166966342
